job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,benefits_length,has_company_profile,has_company_benefits,description_short,job_type
410,Producer - Specialist Publications,"GB, LND, London",,30000-40000,"pei media (url_4cffe430b8da4c0d7e6074d11e638d28a1e165c8782b891e111fc17606c3d961) provides a range of highly respected publications and market leading events to its financial sector audience. the leading information provider in private capital markets, pei media also has a strong international presence, with offices in london, new york and hong kong.","pei media (url_4cffe430b8da4c0d7e6074d11e638d28a1e165c8782b891e111fc17606c3d961) provides a range of highly respected publications and market leading events to its financial sector audience. the leading information provider in private capital markets, pei media also has a strong international presence, with offices in london, new york and hong kong.as producer, specialist publications, you will be responsible for selling sponsorship of pei books and research papers, developing and delivering commercially viable projects and contributing to the company's global books and research business.you will work closely with colleagues in the research and books team in both london and new york to develop proposals for sponsored books and research papers. you will also be responsible for attracting,recruiting and maintaining strong relationships with highly respected industry speakers who will in turn sponsor and contribute towards projects.the role will require you to develop a books and research papers audience as well as undertake research and approve new publications.given the nature of the role, you will be expected to keep up to date with the latest trends in the alternative assets industry.","you will have some experience in professional book commissioning. you'll also be confident at building and maintaining relationships with key industry leaders and utilising those relationships effectively.our ideal candidate will be a target driven, highly organised and proactive individual. you will also be able to demonstrate proven project management skills as you will be responsible for managing multiple projects at any one time.an understanding of financial markets/alternative assets is desirable but not essential.this role will involve regular travel across the emea region for both research purposes and conferences.","in addition to an excellent salary and benefits package, pei offers highly rewarding career development opportunities to talented individuals, with the prospect to develop your career within the pei group both in london and internationally.interested? then please submit your cv by clicking on ""apply for this job"" below...",0,1,0,Full-time,Associate,Bachelor's Degree,Publishing,Sales,0,1206,629,323,1,1,Long,Real Job
425,Product Lead,"IN, MH, mumbai",,28000-38000,not mentioned,"designing the product architectureoverseeing the e-r diagram and database designensuring product scalability, module reusability, and adoption of coding best practicesoverseeing productivity of the development team (consisting of 8-10 developers currently)preparing weekly updates on the product developmentensuring a proper product roadmap is created and trackedimplementing formal software development processes and metricsensuring proper backups of code are maintained as well as code versioning system (git) is being managed properly","we are looking at a senior resource with at least 4-5 years’ experience in .net development to join the team as the product lead. the candidate should be already in a product lead position, have a go-getter attitude towards problem-solving, open to helping team members resolve technical issues, and excellent communication skills.",not mentioned,0,0,0,Full-time,Mid-Senior level,Unknown,Information Services,Unknown,0,537,331,13,0,0,Long,Real Job
746,Worship Experience Pastor,"US, MI, Grand Rapids",,10800-10800,"the edge is a multicultural ministry committed to reaching the urban/ hip-hop culture in mind, body and spirit. the edge was planted by kentwood community church in the fall of 2009. it was planted as a missions church to reach people from all walks of life who are looking for hope and a future. our community has become family for many in our context. our high energy saturday night sessions are filled with hip-hop and r&ampb music, authentic people and fellowship. our location has become a second home for many and our building is open most days of the week to the entire community. we hold bible studies, tutor each other, work in the music studio, a video production room and just hang out together to watch movies. over the past three years, we have seen unbelievable social and spiritual change occurring in the lives of those who attend our church and community ministries. over the past three years, hundreds of people have come to know jesus as lord as a result of what god is doing in the midst of the edge.","pay: 10,800.00 per yeartype: part time (17hrs per week)position purpose: to provide pastoral leadership for edge worship/elements for elements team members. use christian hip-hop &amp r&ampb to deliver the good news of jesus christ. provide exciting, relevant worship experience useing song, multimedia and visual aids. working with the lead pastor, to enhance and support the messages through relevant music selection, stage decoration and other elements of the worship experience.key accountabilities:oversee direction/vision for overall worship/creative experienceprovide direction for special eventsprovide pastoral care for elements teamprovide recruiting and oversight for props, visual aid, tech and band members","must be a born again believer with a maturing relationship with christ.must show a faithful pursuit of leadership characteristics as listed in 1url_00ccf6bb20e20e5e9993864408eb928d9db51cf673ec398a962d81ee3f56a408must agree with theological position the wesleyan church/ the edgemust be willing to become a edge ministry partner/memberlead worship team rehearsals on a weekly basis.participate in the design and execution of weekly worship experiencedevelop and facilitate annual ministry plan, quarterly reports and annual budgetin depth understanding of hip-hop, r&ampb genre ability to arrange songs in hip-hop &amp  r&ampb genreability to lead through influenceability to think forward and have visionability to discern and utilize the gifts of othersmust be a servant leader",edge value add:flexible working environmentconstant leadership development opportunitiesmentorship from specialist in urban ministry1 week paid vacationhonor system sick/personal days1000.00 salary fund raising match (annually)fund raising training   ,0,1,0,Part-time,Associate,Associate Degree,Religious Institutions,Unknown,0,722,783,252,1,1,Long,Real Job
847,Female - Admin Cum Front Office Executive,"IN, TN, Chennai",Admin,100000-300000,"established in 1999,  prometheus group is a leading provider of and health information management (hims) software solutions and revenue cycle management (rcm) to healthcare providers (hospitals, academic medical centers, physician practices, idtf's, dme companies, asc's, ltc's, etc.) and pharmacies. today revenue cycle is in constant transition, labor intensive and complex. at prometheus we cut through this complexity with experience, operational discipline and process automation to business processes that allow our clients to minimize risk, manage growth and improve profitability. we optimize our client’s revenue cycle by leveraging our people, processes and technology to reduce operating and capital costs, recover revenue and increase productivity. ","responsible for end to end administrative activities.attendance maintenance.managing incoming &amp outgoing calls.travel management.petty cash handling.maintaining inventories. organising and maintaining files and records. preparing correspondence.vendor management.interview coordination. walk in details : monday - friday 10.00 am- 5.00 pm istvenue : prometheus business outsourcing india pvt ltd.dlf it park, 1/124, block 3 ground floor, mount poonallee road, chennai - 600089.contact person : kiruthika, aishwarya. contact no .: phone_4615063462d91b173372fb10e31fe7160213e80cc12cd8a5e6cb877f49c5daa6 , 044- 42871255, 044- 42872155email id : email_9f49fc2b78cc15153c0a5467c08d393c2a0f00066485d3dcd345a2c19bc5549cwebsite : url_2eb88a047c9470c4a8fa42aa1a66e3a5e5b67dc578fecc5e95c770cab5e7d8d1",any graduate.strong communication &amp interpersonal skills.commanding vocabulary &amp comprehensive skill.proficiency in computer applications like ms office.,not mentioned,0,1,1,Full-time,Entry level,Bachelor's Degree,Outsourcing/Offshoring,Administrative,0,800,161,13,1,0,Long,Real Job
880,DAS Field Technician,"US, AZ, Phoenix",,40000-85000,tel tech networks is a voice/data/video/security systems contractor operating primarily in the southwestern united states.  we are a telecommunications firm dedicated to exceeding costumer expectations through critical infrastructure installation and leading technology integration,"tel tech networks, inc. is currently seeking wireless field technicians to join our team.  we are a full service communications integrator based in phoenix, az, and we are currently recruiting team oriented wireless technicians who have experienced installing das/rf systems.  successful candidates will be able to read and interpret design plans to ensure smooth deployment of systems, while collecting and delivering close-out information, including but not limited to, antenna radiated power readings, installation pictures, bda/das installation system screen shots and cable sweep results."," ·         terminate, test, and fusion splicing mm and sm fiber.·         operate an anritsu site master.·         must be proficient with microsoft office.·         must have a clean mvd record·         must be able to pass criminal background check and drug testing.·         be able to lift more than 50 lbs.pay doe.",not mentioned,0,1,1,Full-time,Mid-Senior level,Unspecified,Wireless,Project Management,0,593,319,13,1,0,Long,Real Job
895,Scandinavian Equity Data Analyst,"GB, LND, London",,320000-350000,"formed in 2006, saul&amppartners is an executive search consulting firm specialising in talent management for permanent staff and interim consultants. we provide search services for vertical niche markets of risk management within banking, asset management, fs and online digital media industries. we search for executives from business through to sales, business development, risk (oprisk/market/credit), treasury, alm, balance sheet management, operations and compliance.our consultants draw on the expertise of saul&amppartners to ensure we achieve the best job matches in the market.","the role:our client is seeking a highly motivated and driven equity data analyst to join theircompany research team. they provide financial information to banks and financial institutions. this team is responsible for researching and analyzing financial data. the fundamentals product offers customers as reported and normalized financials, key analytical ratios, industry specific data points, and business line and geographic segmentation data. the earnings estimates product is comprised of estimates for popular metrics such as revenue, eps and net income, contributed by hundreds of brokers and research houses. the analyst will be expected to ensure the consistency, quality and product delivery of a portfolio of companies across the various products. additionally, they must deliver excellent customer service to customers and across internal departments. the equity data analyst will also work closely with research, sales, r&ampd, and the business internally to contribute to the future development and strategic direction of the product. the ideal candidate will have outstanding written, communication, presentation, networking skills and a passion for the financial markets.","qualifications and skills required:- fluency in english and a scandinavian language is essential (norwegian, danish, swedish or finnish) - experience of finance/accounting experience required (either through an internship or work experience) - established network of equity professionals and desire to build additional relationships- excellent written, communication, presentation, and networking skills- ability to multi-task and work independently as well as collaboratively within a teamenvironment- effective research and analysis skills, with attention to detail-ability to read financial reports (statements and ratios)- specialist knowledge of bank/financial/insurance accounting reporting format isbeneficial- experience using the bloomberg terminal-interested in a research role and not a sales position",not mentioned,0,1,0,Full-time,Entry level,Bachelor's Degree,Investment Banking,Accounting/Auditing,0,1188,812,13,1,0,Long,Real Job
1057,Branch Circulation Clerk,"US, FL, Apopka",North Orange,1161-1161,great benefitscompetitive pay,"summary:under general supervision, performs a variety of public service duties involving automated circulation system functions. essential functions:this class specification lists the major duties and requirements of the job and is not all-inclusive.  incumbent(s) may be expected to perform job-related duties other than those contained in this document and may be required to have specific job-related knowledge and skills. customer servicedemonstrates courteous and cooperative behavior when interacting with public and staff acts in a manner that promotes a harmonious and effective workplace environment.provides public service at the circulation desk to include checking library materials in and out, maintaining patron accounts in the collection of fines and fees, and registering and issuing patron cards.assists patrons with discovery of library materials, library equipment and library resources.answers inquiries of customers and refers in depth inquires.assists patrons with questions regarding library account(s).performs routine shelf checks for materials.assists patrons with computer related services, library computer systems and databases, personal digital devices, and other online resources. library activitiesutilizes automated library systems and other library equipment.updates computer records as needed.interacts extensively via phone, email, or in person with internal and external customers, district-wide staff, outside agencies, and other libraries.operates general office equipment, to include but not limited to: copy machine, computers, scanners, vending systems, telephone, and facsimile machine instructs customers as necessary.sorts returned library materials and shelves/places materials in the designated area.  programs/promotion/outreachcollects, organizes and distributes press materials for patrons to include welcome packets, programming supplements, class calendars and library newsletters.attends community outreach events to promote library usage and resources.designs, plans, implements programming to meet community needs including publicity, promotional materials and recording statistics.creates displays and market library resources.maintains bulletin boards. office administrationcounts money for cash register and balances cash drawer perform deposits as required.inspects returned library materials for damage.handles patron requests for materials including pulling items, patron notification and sending items to appropriate locations.maintains clean organized environment.collects waste and cleans areas as required.monitors inventory levels and prepares supply orders for branch activities and functions.processes periodicals for inclusion in collection.processes donations and maintain book sale area for friends of library.reports service issues and maintain vendor logs.demonstrates courteous and cooperative behavior when interacting with public and staff acts in a manner that promotes a harmonious and effective workplace environment. qualifications:to perform this job successfully, an individual must be able to perform each essential duty satisfactorily.  the requirements listed below are representative of the knowledge, skill, and/or ability required. education and experience:high school diploma and one (1) year of customer service experience or an equivalent combination of education, training and experience as determined by human resources. required certificates, licenses, and registrations:continued employment is contingent upon all required licenses and certificates being maintained in active status without suspension or revocation.none.required knowledge and skillsrequired knowledge:public library methods and practices as they pertain to the circulation department.record keeping principles and methods.library district, branch, and circulation department policies, procedures and terminology.standard office practices and procedures, including filing and the operation of standard office equipment.correct business english, including spelling, grammar and punctuation.techniques for dealing with the public, in person and over the telephone.required skills:perform basic arithmetic computations.work independently in supervisor’s absence.understand and follow oral and written instructions.communicate clearly and concisely, both orally and in writing.interpret, apply, and explain library policies and procedures.maintain accurate records and files.organize own work, set priorities and meet critical deadlines.use tact, discretion and prudence in dealing with those contacted in the course of the work.contribute effectively to the accomplishment of team or work unit goals, objectives and activities.establish and maintain effective working relationships with those contacted in the course of the work. supervision received and exercised:under general supervision - incumbents at this level are given assignments and objectives that are governed by specifically outlined work methods and a sequence of steps, which are explained in general terms. the responsibility for achieving the work objectives, however, rests with a superior. immediate supervision is not consistent, but checks are integrated into work processes and/or reviews are frequent enough to ensure compliance with instructions. physical/mental requirements:the physical demands described herein are representative of those that must be met by an employee to successfully perform the essential functions of the job.  reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  mobility to work in an office setting, use standard office equipment and stamina to sit and stand for extended periods of time strength to lift and carry up to 30 pounds vision to read printed materials and hearing and speech to communicate in person or over the telephone.  incumbent must have the ability to bend, reach, stoop, and push. working environment:work is performed in a  ""retail like"" environment. i understand it is my responsibility to uphold the library system’s mission and values in the pursuit of all duties including:respect for the individual, our organization and the communityexcellence in everything we dointegrity in our actions with otherswhile providing excellent customer service to all internal and external customers",not mentioned,not mentioned,0,0,0,Part-time,Not Applicable,Some High School Coursework,Libraries,Customer Service,0,6339,13,13,1,0,Long,Real Job
1087,Ruby on Rails Developer,"GB, , Glasgow / Birmingham / London / Remote",,35-45,"newspaper club is a service to help anyone make and print their own newspapers. our mission is to give people the tools to turn whatever they want into newsprint, quickly and easily.the company was founded in 2009 by ben terrett, tom taylor and russell davies, who felt that rumours of print’s death had been greatly exaggerated. and with more reading being done digitally, the joy of holding something physical was more important than ever. as an experiment, they designed a newspaper called things our friends have written on the internet. it delighted people so much that the seeds of newspaper club were born.with initial support from channel 4’s innovation fund 4ip, the team worked on making the process of designing and printing a newspaper easier. the first step, producing a good-looking newspaper without expensive, complicated design software, was solved by the invention of arthr – newspaper club’s free layout tool. the next step, finding someone to print it on real newsprint, and understanding what on earth they’re talking about was addressed by partnering with established newspaper printers and building an easy-to-use web service, staffed by a team of friendly people.since then, we've won a design of the year award for graphics in 2010 and a bima for technical achievement, and we’ve grown to a team of 13, with offices in london, birmingham and glasgow.we’ve printed over 6 million newspapers for thousands of customers all over the world, including the bbc, coca cola, the guardian, penguin books, the london philharmonic orchestra, and sony records.and yes, we're still excited about printing newspapers.","newspaper club helps people make and print their own newspapers. since 2010 we’ve printed over 6 million papers, built a rich javascript web app (arthr) for designing a paper in your browser, launched a print-on-demand marketplace (the newsagent) and a personalised newspaper service (paperlater), which launched recently, to much acclaim. here's a great blog post from a recent customer of ours.our small tech team is now focused on overhauling our site and redeveloping arthr to make it even easier for anyone to make their own newspaper. we’re looking for an experienced ruby and javascript developer to join us and help build the next generation of newspaper club.","we're looking for someone with 3+ years experience writing modern, tested, production-ready ruby on rails code, and a strong interest in object oriented javascript (arthr is primarily built on url_b7bad8ac916069eadd573f035544c52dc3519a0ba054fb7ab1ff9ba3e1525399).you'll work closely with a small team to develop the next iteration of arthr and support development of our core site and services, with our experienced customer service team. you’ll be a pragmatist with a desire to iterate quickly on a product, while balancing that with the need to build well engineered software.our main office is in glasgow with team members also based in birmingham and london. we use tools like slack, skype, and basecamp to communicate so clear communication skills are a must. ideally you'd work in one of our existing locations but you could work remotely, with some occasional (expenses paid) travel to one of our offices.the following experience would be useful, but is not required for this position:+ url_b7bad8ac916069eadd573f035544c52dc3519a0ba054fb7ab1ff9ba3e1525399 or similar javascript frameworks.+ linux server administration experience, including configuration management tools such as ansible and chef.+ pdf files, and the printing process in general.","in return, we’ll offer a competitive salary (up to £45k for this position), flexible hours and a relaxed working environment. we believe in having fun, doing work we’re proud of, and going home on time.if this sounds like you, we’d love to hear from you. send us an application describing why you’d be right for the role, with a link to your site, cv, portfolio, github page or similar.",1,1,0,Full-time,Mid-Senior level,Unspecified,Printing,Engineering,0,668,1257,386,1,1,Long,Real Job
1160,Entry Level Sales Representative,"US, MN, Hopkins",,40000-45000,"shippers supply, inc., founded in 1928, is an independently owned and operated wholesale distributor of shipping, packaging, industrial and productivity / equipment solutions. we are located in hopkins, mn and serve the upper midwest.our experienced team values the importance of understanding our customer’s businesses and helping them find the best-fit solution to achieve their goals.we are looking for an individual that aligns with our core values to ensure continuation of a high performing culture that provides opportunities for continued growth and development of our employees.","shippers supply, inc, located near minneapolis, mn, is a leading wholesale distributor of shipping, packaging, and industrial equipment solutions. we are looking to add motivated people to our entry-level sales representative program.  we will invest in and train the right person to eventually assume the role of outside sales representative.we value sales talent and are willing to train on the nuances of our industry. ours is a highly rewarding field and this position offers excellent room for promotion and material growth. the ideal candidate has a degree in business, marketing, communications or sales. if this is you, we encourage you to apply.to the right sales development candidate we offer:a training salarytraining on our industry, products and applications our customers valuelearning through classroom training plus work in several positions of our sales operations so the sales trainee gains skills essential to a successful launch as a professional outside sales representative.a development plan leading to assumption of their own sales territory.on-target earnings first full year of commissions after training are 80-140,000.our serious reps do better.medical, dental available.401k and profit sharing plans.home every night.shippers supply (url_d902c2465f7843c4d5f766ab30d6142b50e7bc99cd541e2b466184e59af48ac1-url_01dbefa24dcf675e26334f28b0f7f3bd8bde70bd38b5543b2fa78abe2ad3d6e5) is a growing company that provides consumable products, systems and services to clients located in minnesota, with some coverage to 4 other states. as we grow, we continue to expand our team. we encourage all interested candidates to apply.duties and responsibilities for sales development trainee include:      learning to hunt for your leads and following our direction to build a book of business.learning to sell conceptual services, plus products you can demonstrate plus commodities.we will teach you to think like an entrepreneur margins then volume and growth.working conditions and physical requirements:occasional lifting of up to 70 lbs. (samples, products, etc.).home evenings &amp weekends.","skills/requirements for sales development candidate include:four-year degree.demonstrated success in some academic, military or athletic competition.an interest in business, strong communication skills, and work well with people.basic level computer skills (microsoft word, excel).","medical, dental, vision available.401k and profit sharing plans.home every night.",0,1,1,Full-time,Entry level,Bachelor's Degree,Wholesale,Sales,0,2113,281,81,1,1,Long,Real Job
1600,FT - Principal Design Engineer,"US, MA, Marlborough",Engineering,0-1000,"intrinsix specializes in the development of complex high-integration semiconductors.we provide product development outsourcing to the world's leading electronic systems companies.  our distributed and global presence drives customer time-to-market requirements via unparalleled capabilities and local support. founded in 1986, intrinsix has worked on over 800 semiconductor and systems design projects in applications such as wireless, networking and digital media since our inception.our business engagements range from complete turnkey electronic product designs, to subsystem designs, soc, embedded system, individual asic or fpga. insourcing and outsourcing engagements are available.  we believe in a risk/reward sharing partnership that motivates both companies to strive for excellence.intrinsix focuses on providing electronic designs, rather than selling or licensing products, allowing us to maintain the independence necessary to make the best unbiased technical recommendations for our customers, and to maintain strong (non-competitive) relationships with ip, eda and silicon providers.our design centers are connected to one another over a high-speed intranet. project managers and developers use state-of-the-art design collaboration environments designed to support complex electronic product design flows. intrinsix corp's continued investment in collaboration infrastructures provides our customers with the benefit of immediate access to experts tailored to their specific project needs.consider an environment where intellect, imagination and achievement are recognized and rewarded. at intrinsix you will be working with some of the most talented ic designers in the industry.  you will be working with a diverse mix of the hottest companies using the latest design techniques in digital, mixed-signal, analog, and rf circuit systems. put your career on the cutting edge of technology with projects like terabit routers, atm switches, digital video, embedded systems, ip design reuse, deep submicron and much more.","principal design engineer marlborough, ma                 from our url_fe1bd712f9d4d34b5653986ee7a6746f0b00f5edbaf0b1cd5eb394ca464d7a32 job posting: (url_4bfbe9df5b9c4f0f5ff1ae8cfecfa45cc7bd01e076d051ca709e981035c887bb)   principal design engineer (pde) candidate will provide hands-on technical design leadership and be an individual contributor on asic/soc and fpga projects. candidate will be responsible for, and contribute to, all phases of an asic/soc/fpga development starting from creation of an architectural specification through asic/soc/fpga sign-off.","qualifications:10+ years experience in high speed asic/soc/fpga developments.previous experience as asic/soc/fpga design lead.proficient in verilog.experience with a wide variety of asic/fpga vendor technologies.significant experience with synopsys synthesis, static timing analysis, dft, asic vendor sign-off methodologies.knowledge of embedded processor architectures.experienced in writing technical specifications.verification experience is a big plus.bsee is required.applicant must have legal authority to permanently work in the u.s.",none.,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Semiconductors,Engineering,0,567,540,5,1,1,Long,Real Job
1685,Sales/Advertising Associate with Growth Opportunity,"US, TN, Knoxville",,35000-65000,"about ads security – our proud history in the security industryheadquartered in nashville, tennessee, ads security (ads) is ranked the 26th largest electronic security firm in the nation according to the annual top 100 rankings compiled by security distributing &amp marketing (sdm), a leading industry publication. ads has ranked in sdm's prestigious top 100 for more than 20 consecutive years.ads was established in 1990 and currently serves over 70,000 businesses, industrial facilities and residences throughout the southeastern united states. ads provides a full range of burglar and fire alarms, as well as video surveillance, access control and automation systems.ads security is the only security installation company to operate a ul-listed1, csaa2 five diamond monitoring center in middle tennessee. each monitoring center operator at ads has earned the five diamond central station certificate, the highest training certification available in the industry. 1 underwriters laboratories2 central station alarm association","fact:over 70% of new marketing graduates start their careers in sales. fact:most companies require 1 to 3 years of sales experience before they will let you in the door. something does not make sense here… perhaps we have the answer... ads security is now offering entry level sales and marketing positions.  this job involves face to face sales of services to new residential prospects.  it also includes relationship building and problem solving for existing customers.  our openings are absolutely ideal for recent grads looking to get their foot in the door and gain valuable experience, or those wanting to change careers.  we provide full training and encourage any candidate with currently limited growth potential to apply.  compensation is on a “pay for performance” basis.  advancement opportunities include relocation and management training for the right candidate.  four-year degree preferred but not necessary.for immediate consideration please contact us.thank you for your interest and good luck.",not mentioned,not mentioned,0,1,1,Unknown,Entry level,Bachelor's Degree,Security and Investigations,Sales,0,1012,13,13,1,0,Long,Real Job
2062,Customer Service Representative,"GB, , London",,18000-20000,"shs was the first community interest company to be certified as a green deal assessor organisation. this allows our qualified green deal advisors to undertake and lodge green deal assessment reports, complete eco assessments and energy performance certificates.the quality control systems and technical knowledge underpin our screening survey operations and proprietary software. along with our area based stock screening approach, this service pre-qualifies households prior to a full assessment.our experience in working with over 3,000 households highlighted the importance of eco grants in creating attractive propositions for households. although we are able to offer stand-alone green deal assessment reports, we would normally work with clients to target high potential eco areas.","shs is now seeking a driven and reliable customer service representative to play an important role within their busy survey booking team. you will be responsible for making a large number of telephone bookings with residents through both inbound and outbound calls and arrange for our on-site assessors to undertake energy performance certificates (epcs) with them. these appointments will need to be coordinated and managed against the schedules of the assessors across various projects, ideally trying to utilize each assessor for as much time as possible in a day, therefore planning and organisation skills are a must. once a resident has been spoken to and a booking made, the booking will be entered into the crm so that the assessors can keep track of their upcoming appointments, therefore some experience of using a crm would be beneficial but not essential as full training will be provided.during the course of each day you will be speaking with a number of different people from a variety of backgrounds therefore you should be a ‘people person’ with a friendly persona who enjoys continual social interaction. finally, due to the fast paced nature of the work, you should be someone who thrives in a busy, outgoing environment and is comfortable working at a high level of speed and accuracy every day.key responsibilitiestaking calls from residents who would have received our letters and are calling in to book an appointment or with queries regarding the work.conducting call-backs to residents who have phoned / e-mailed / texted in their details requesting a specific booking day / time for their epc appointment.dealing with occasional customer complaints relating to the install work or the assessments.liaising with our team of assessors and ensuring they are aware of their upcoming appointments and the locations of these.","excellent phone manner with strong spoken english. the candidate must also be eligible to work in the uk and be able to start within 2 weeks.outstanding customer service skills with a passion for consistently providing high levels of service and commitmentexcellent organisational and time management skillsstrong interpersonal skills, with the ability to build and maintain productive relationshipsability to work autonomously, taking initiative and ‘ownership’ of assignmentssome experience working with a database / crm would be highly desiredflexibility to meet the needs of the role - including working hoursa bachelor’s degree would be highly regarded but is not essentiala natural interest in sustainability, the environment or social enterprises would be highly regarded","this is a fantastic opportunity to join a dynamic, entrepreneurial team and work with them to become the leader in their field and potentially grow into new areas moving forward. it would really suit a hard-working, conscientious individual who is excited by the prospect of working for a young, thriving organisation.as part of the team, you will gain a wider knowledge in sustainable solutions, particularly the cost-benefit implications of energy efficiency measurements and renewable energy technologies. furthermore you will get an insight into environmental policies and the current government schemes. finally you will gain experience and a deeper understanding of community-engagement strategies, collective thinking and what factors influence decision making within a community.",0,1,1,Full-time,Not Applicable,Unspecified,Renewables & Environment,Customer Service,0,1845,778,787,1,1,Long,Real Job
2611,Senior Finance Officer- ICS,"GB, LND, Kingston",,30000-35000,"vso brings people together to fight poverty by delivering innovative development programmes in 36 of the poorest countries in the world. through our volunteers, we harness the talents, enthusiasm and skills of ordinary people to bring about lasting change.","interviews to take place week commencing 28th october 2013. vso is a leading international development organisation that fights poverty through people.  we deliver relevant and cost effective work that promotes volunteering to fight global poverty in over 30 countries around the world.  ics is a volunteering programme for 18-25 year olds that aims to send 7,000 young people overseas for 12 weeks across a three year period where they will join a group of young people from the host country to live, learn and volunteer together on community based social action projects.  the programme is funded by dfid in the uk and run by a consortium of development agencies led by vso.as the largest of the 6 ics delivery agencies, vso is looking for a senior finance officer to take responsibility for the financial performance of the vso delivery agency.  working as part of the international finance team and directly with the ics delivery agency management team, you will be expected to lead on the annual budgeting and quarterly re-budgeting processes for the uk and overseas ics programme, prepare all financial reporting required by the external ics hub, ensure monthly monitoring reports are prepared for the programmatic team as well as providing day to day support and ad-hoc advice to ics teams in the uk and overseas.we are looking for at least a part-qualified accountant who has experience of working in the not-for profit sector and with restricted funding.  you should have practical experience of leading budgeting and forecasting processes and of providingmanagement information on complex and multi-country projects.  it is also important to us that you are able to effectively communicate financial data and processes to non-financial colleagues and have the ability to build good working relationships quickly.some overseas travel in asia and africa may be required.  this is a fixed term post ending on 31st august 2015 in line with our contract with dfid.",we are looking for at least a part-qualified accountant who has experience of working in the not-for profit sector and with restricted funding.  you should have practical experience of leading budgeting and forecasting processes and of providingmanagement information on complex and multi-country projects.  it is also important to us that you are able to effectively communicate financial data and processes to non-financial colleagues and have the ability to build good working relationships quickly.,not mentioned,0,0,0,Full-time,Mid-Senior level,Unknown,International Trade and Development,Finance,0,1969,502,13,1,0,Long,Real Job
2883,Entry Level Safety Compliance Manager,"US, VA, McLean",Building Services,40000-50000,"hirehopes is the premier professional services consulting firm that specializes in strategic job search, career advisement services, and professional coaching with an emphasis in technology sectors.","programs managerthe safety program manager will visit job sites to ensure that all operations are performing up to safety standards. will be trained on proper safety and risk mitigation techniques, and will be responsible for providing feedback to leadership and clients: showing value of program to client (selling value)potentially selling addiontal safety programs, providing sales support on the programbe an industry expert for window cleaning compliance, safety, etc… (this is where we will have to train and have he/she learn though experience)creating schedules and being organized for 6-8 certification meetings with clients (2-3 days per week)inspection of our crews and identifying safety and risk at the job site.  then, meet with the client and be an intermediary between crew and client.speaking spanish would be a huge pluslearning compliance and safety information.  then creating a presentation to provide training to our crewsgoal(s):risk managementclaims managementsafety managementresponsibilities:coordination and facilitation of professional engineering certificationsreviewing certifications for accuracypresenting “hands-on” and classroom style presentationscreating and manipulating training and presentation materials in microsoft officecreating training videoscreating digital layouts in cad (computer added drafting)disseminate and condensing compliance information to communicate to clients and techniciansanswering client requests and attending client meetingscreate partnerships with clientsproviding support to business development and operations teamscomplete training/professional development (example: complete osha 30 hour training)skills:team builderhard workerproblem solverorganizedproficiency in microsoft officeplanningverbal &amp written skillsrelationship building",highly valued (not mandatory)bi-lingualcollege experienceoperations experiencesafety certifications (osha &amp ansi),base salary / benefits,0,1,1,Full-time,Entry level,Some College Coursework Completed,Commercial Real Estate,Management,0,1809,117,22,1,1,Long,Real Job
